Date,Low,Volume,Price,Chg%,High,Open
2016-03-21,1345.5,198830,1367.47,0.0183,1374.5,1345.5
2016-03-22,1362.5,241610,1375.75,0.0060999999999999,1389.95,1368.0
2016-03-23,1352.65,216970,1362.65,-0.0095,1381.05,1377.58
2016-03-28,1300.62,564340,1312.8,-0.0366,1380.0,1372.78
2016-03-29,1259.53,391990,1291.58,-0.0162,1312.5,1307.5
2016-03-30,1295.08,523350,1319.25,0.0214,1324.5,1309.75
2016-03-31,1307.75,692930,1343.25,0.0182,1352.45,1312.7
2016-04-01,1330.75,353070,1339.53,-0.0028,1358.95,1330.75
2016-04-04,1325.0,368800,1329.6,-0.0074,1351.78,1350.0
2016-04-05,1303.58,428200,1320.67,-0.0067,1328.12,1325.0
2016-04-06,1320.67,967300,1353.6,0.0249,1361.97,1320.67
2016-04-07,1339.55,204210,1350.58,-0.0022,1360.53,1355.05
2016-04-08,1340.55,276710,1343.4,-0.0053,1357.75,1345.5
2016-04-11,1322.5,430040,1328.47,-0.0111,1353.83,1348.4
2016-04-12,1325.1,705890,1352.88,0.0184,1369.2,1342.5
2016-04-13,1354.3,520830,1380.55,0.0204999999999999,1392.5,1354.3
2016-04-18,1385.25,617240,1425.33,0.0324,1428.0,1385.25
2016-04-20,1413.75,626890,1422.65,-0.0019,1443.92,1422.5
2016-04-21,1390.0,355370,1393.92,-0.0202,1435.0,1423.85
2016-04-22,1394.38,289740,1411.3,0.0125,1415.0,1396.5
2016-04-25,1400.0,342510,1408.55,-0.0019,1418.5,1406.5
2016-04-26,1398.1,271580,1418.65,0.0072,1424.0,1410.03
2016-04-27,1415.3,334870,1430.7,0.0085,1437.97,1415.3
2016-04-28,1406.0,808750,1412.78,-0.0125,1459.0,1437.5
2016-04-29,1413.0,282590,1431.3,0.0131,1448.0,1413.5
2016-05-02,1417.5,148640,1429.2,-0.0015,1435.97,1428.0
2016-05-03,1417.5,439890,1423.55,-0.004,1449.95,1430.7
2016-05-04,1401.97,228920,1408.88,-0.0103,1428.95,1423.5
2016-05-05,1405.05,113140,1410.72,0.0013,1426.0,1408.5
2016-05-06,1406.0,127560,1408.65,-0.0015,1423.5,1414.0
2016-05-09,1400.0,560450,1406.88,-0.0013,1419.5,1419.5
2016-05-10,1407.55,231400,1410.45,0.0025,1431.5,1407.55
2016-05-11,1395.47,196200,1423.72,0.0093999999999999,1429.45,1405.0
2016-05-12,1420.0,519270,1468.22,0.0313,1475.0,1433.5
2016-05-13,1462.8,539450,1477.0,0.006,1488.5,1467.5
2016-05-16,1451.6,292500,1467.78,-0.0062,1489.47,1482.0
2016-05-17,1471.1,471340,1502.83,0.0239,1508.95,1471.1
2016-05-18,1484.0,362640,1485.8,-0.0113,1502.0,1501.97
2016-05-19,1488.05,313490,1497.97,0.0081999999999999,1507.5,1489.97
2016-05-20,1455.0,404470,1465.35,-0.0218,1517.53,1504.95
2016-05-23,1330.5,1520000,1341.25,-0.0847,1425.0,1425.0
2016-05-24,1305.0,1130000,1327.03,-0.0106,1375.0,1341.25
2016-05-25,1328.75,708390,1375.72,0.0366999999999999,1382.5,1330.35
2016-05-26,1364.03,719340,1372.2,-0.0026,1397.5,1378.4
2016-05-27,1350.55,1030000,1359.65,-0.0091,1380.92,1379.5
2016-05-30,1360.0,221880,1373.03,0.0098,1379.0,1360.0
2016-05-31,1345.47,548770,1353.1,-0.0144999999999999,1379.5,1374.0
2016-06-01,1362.6,961920,1382.55,0.0218,1396.2,1370.0
2016-06-02,1380.28,372480,1399.75,0.0124,1411.15,1384.97
2016-06-03,1378.03,333630,1381.67,-0.0129,1402.3,1400.0
2016-06-06,1367.58,204050,1386.92,0.0038,1394.25,1382.5
2016-06-07,1388.5,803050,1397.58,0.0077,1405.0,1388.5
2016-06-08,1380.03,260920,1385.2,-0.0089,1403.5,1390.08
2016-06-09,1376.03,394970,1380.62,-0.0033,1397.75,1385.0
2016-06-10,1362.03,184010,1364.62,-0.0116,1387.0,1387.0
2016-06-13,1330.0,222100,1339.1,-0.0187,1358.0,1358.0
2016-06-14,1333.75,216540,1340.58,0.0011,1348.25,1338.0
2016-06-15,1335.62,219820,1341.3,0.0005,1349.5,1349.5
2016-06-16,1336.03,201040,1343.45,0.0016,1348.1,1340.0
2016-06-17,1318.4,570480,1319.8,-0.0176,1349.25,1345.0
2016-06-20,1293.75,361260,1311.1,-0.0066,1316.0,1312.5
2016-06-21,1280.15,917580,1282.42,-0.0219,1303.5,1297.5
2016-06-22,1280.55,587520,1306.85,0.019,1310.0,1284.2
2016-06-23,1304.65,326750,1312.72,0.0045,1321.0,1309.0
2016-06-24,1259.55,295180,1316.47,0.0029,1322.2,1290.0
2016-06-27,1312.65,340510,1341.65,0.0191,1347.97,1317.5
2016-06-28,1340.03,446180,1374.08,0.0242,1376.8,1343.5
2016-06-29,1353.38,280750,1385.7,0.0085,1389.05,1374.9
2016-06-30,1365.5,744740,1379.47,-0.0045,1394.72,1389.95
2016-07-01,1375.78,433850,1404.15,0.0179,1408.55,1376.88
2016-07-04,1408.17,293930,1420.45,0.0116,1425.0,1419.0
2016-07-05,1405.0,151090,1418.12,-0.0016,1430.0,1417.5
2016-07-07,1401.0,253010,1404.58,-0.0095,1420.0,1415.0
2016-07-08,1396.2,191400,1402.53,-0.0015,1418.0,1404.58
2016-07-11,1408.8,357570,1429.62,0.0192999999999999,1434.22,1409.0
2016-07-12,1421.88,348980,1428.6,-0.0007,1454.28,1437.0
2016-07-13,1414.95,258709,1433.8,0.0036,1442.9,1434.0
2016-07-14,1427.47,263180,1429.88,-0.0027,1446.5,1445.0
2016-07-15,1405.6,201540,1410.3,-0.0137,1438.33,1430.0
2016-07-18,1404.47,193180,1408.15,-0.0015,1424.35,1418.53
2016-07-19,1376.67,462540,1380.03,-0.02,1413.97,1410.1
2016-07-20,1380.0,177580,1404.72,0.0179,1409.0,1387.45
2016-07-21,1395.0,291870,1407.38,0.0019,1420.0,1407.4
2016-07-22,1404.0,359140,1425.45,0.0128,1427.97,1408.0
2016-07-25,1415.15,238940,1425.2,-0.0002,1436.85,1425.0
2016-07-26,1405.5,285700,1411.9,-0.0093,1428.3,1425.2
2016-07-27,1397.5,210410,1406.4,-0.0039,1424.0,1424.0
2016-07-28,1405.1,488140,1432.65,0.0187,1447.0,1407.5
2016-07-29,1421.55,431340,1466.9,0.0239,1472.1,1422.0
2016-08-01,1425.5,342680,1441.1,-0.0176,1496.95,1473.95
2016-08-02,1435.85,185460,1440.35,-0.0005,1456.0,1453.5
2016-08-03,1410.03,363710,1415.22,-0.0174,1449.0,1449.0
2016-08-04,1405.97,395460,1440.42,0.0178,1446.5,1425.0
2016-08-05,1424.47,246050,1442.3,0.0013,1450.4,1440.0
2016-08-08,1440.05,3160000,1576.08,0.0928,1658.62,1441.95
2016-08-09,1544.1,792590,1564.22,-0.0075,1586.0,1575.0
2016-08-10,1530.1,341640,1551.67,-0.008,1565.83,1564.5
2016-08-11,1557.4,1530000,1618.45,0.043,1638.5,1560.0
2016-08-12,1594.22,714060,1642.55,0.0149,1657.5,1614.95
2016-08-16,1625.0,338170,1636.03,-0.004,1670.0,1649.05
2016-08-17,1632.5,524620,1668.35,0.0197999999999999,1679.12,1632.5
2016-08-18,1652.53,304790,1664.78,-0.0021,1685.0,1670.0
2016-08-19,1658.25,243240,1675.22,0.0063,1685.0,1665.0
2016-08-22,1672.12,320090,1684.62,0.0056,1696.45,1675.0
2016-08-23,1670.0,148400,1680.67,-0.0023,1689.0,1684.0
2016-08-24,1670.0,683700,1716.47,0.0213,1742.0,1684.5
2016-08-25,1721.58,742680,1732.15,0.0091,1749.5,1723.5
2016-08-26,1696.03,287810,1718.85,-0.0077,1742.35,1742.35
2016-08-29,1695.0,147830,1703.17,-0.0091,1724.5,1703.0
2016-08-30,1705.0,149210,1721.6,0.0108,1736.0,1705.0
2016-08-31,1710.0,289590,1730.28,0.005,1742.97,1721.1
2016-09-01,1700.1,177450,1704.67,-0.0148,1733.0,1733.0
2016-09-02,1671.0,291320,1677.47,-0.016,1718.47,1700.5
2016-09-06,1672.17,350720,1728.55,0.0305,1732.0,1687.5
2016-09-07,1701.0,399160,1744.47,0.0092,1751.75,1701.0
2016-09-08,1725.0,215840,1736.05,-0.0048,1744.22,1733.5
2016-09-09,1722.5,153740,1727.53,-0.0049,1750.0,1750.0
2016-09-12,1685.0,235320,1713.97,-0.0078,1724.95,1700.0
2016-09-14,1713.42,437530,1769.95,0.0327,1775.0,1713.5
2016-09-15,1762.5,306490,1765.8,-0.0023,1792.12,1774.97
2016-09-16,1726.7,312600,1737.75,-0.0159,1781.0,1770.0
2016-09-19,1700.0,348160,1705.8,-0.0184,1743.0,1737.75
2016-09-20,1699.5,295490,1705.25,-0.0003,1725.47,1708.0
2016-09-21,1678.6,363440,1699.05,-0.0036,1722.5,1705.5
2016-09-22,1688.03,499370,1700.47,0.0008,1717.5,1709.5
2016-09-23,1687.9,325010,1710.55,0.0059,1730.0,1714.45
2016-09-26,1698.42,311480,1708.53,-0.0012,1724.58,1722.5
2016-09-27,1705.92,174650,1715.62,0.0040999999999999,1728.0,1711.05
2016-09-28,1695.45,252330,1702.1,-0.0079,1728.0,1714.9
2016-09-29,1599.85,336340,1642.78,-0.0349,1717.5,1715.0
2016-09-30,1625.03,240410,1682.0,0.0239,1693.65,1640.0
2016-10-03,1690.0,259360,1742.78,0.0361,1761.0,1698.92
2016-10-04,1718.12,185640,1737.67,-0.0029,1742.5,1742.0
2016-10-05,1720.25,412630,1730.25,-0.0043,1753.0,1740.0
2016-10-06,1720.9,118930,1733.5,0.0019,1748.97,1744.95
2016-10-07,1689.92,337560,1693.33,-0.0232,1737.5,1733.5
2016-10-10,1685.3,109500,1688.4,-0.0029,1705.38,1695.0
2016-10-13,1644.5,322640,1662.72,-0.0152,1684.5,1684.5
2016-10-14,1647.5,141350,1665.38,0.0016,1677.0,1677.0
2016-10-17,1643.83,216880,1653.2,-0.0073,1667.72,1667.65
2016-10-18,1622.5,278540,1632.3,-0.0126,1660.3,1653.25
2016-10-19,1640.0,347490,1658.45,0.016,1675.0,1641.95
2016-10-20,1650.5,242760,1656.58,-0.0011,1677.5,1658.5
2016-10-21,1652.25,127030,1655.35,-0.0007,1672.5,1667.5
2016-10-24,1635.15,146430,1653.95,-0.0008,1664.78,1635.15
2016-10-25,1639.97,182190,1647.67,-0.0038,1661.33,1654.2
2016-10-26,1625.35,175920,1632.9,-0.009,1654.42,1645.0
2016-10-27,1597.5,434050,1606.05,-0.0163999999999999,1634.58,1625.0
2016-10-28,1615.88,215910,1655.97,0.0311,1664.5,1617.0
2016-10-30,1650.58,25230,1657.85,0.0011,1664.0,1655.97
2016-11-01,1633.97,257190,1665.28,0.0045,1670.0,1657.5
2016-11-02,1635.5,236000,1651.3,-0.0084,1656.97,1639.0
2016-11-03,1626.03,258320,1650.75,-0.0003,1662.75,1651.3
2016-11-04,1611.0,455150,1651.0,0.0002,1690.0,1650.0
2016-11-07,1642.5,421830,1651.28,0.0002,1674.0,1664.5
2016-11-08,1607.78,906760,1617.78,-0.0203,1650.85,1639.0
2016-11-09,1464.5,451680,1562.1,-0.0344,1595.85,1550.0
2016-11-10,1584.62,274550,1602.08,0.0256,1620.92,1607.5
2016-11-11,1515.25,432080,1539.67,-0.039,1594.92,1594.92
2016-11-15,1390.6,1160000,1464.67,-0.0487,1532.0,1532.0
2016-11-16,1463.17,470300,1495.5,0.021,1530.0,1475.0
2016-11-17,1460.0,405500,1467.53,-0.0187,1510.0,1510.0
2016-11-18,1435.53,581400,1451.3,-0.0111,1462.5,1460.5
2016-11-21,1438.05,182360,1447.15,-0.0029,1464.08,1452.5
2016-11-22,1425.97,354480,1453.03,0.0040999999999999,1460.0,1453.05
2016-11-23,1447.5,259000,1483.88,0.0212,1488.0,1469.5
2016-11-24,1458.0,310140,1471.28,-0.0085,1494.0,1479.0
2016-11-25,1460.53,175760,1481.0,0.0066,1487.22,1484.97
2016-11-28,1464.08,178030,1485.25,0.0029,1495.55,1479.97
2016-11-29,1486.0,208310,1502.72,0.0118,1519.2,1493.5
2016-11-30,1475.6,474740,1516.45,0.0091,1536.97,1505.0
2016-12-01,1498.0,188980,1501.67,-0.0097,1531.97,1518.03
2016-12-02,1482.42,339410,1488.4,-0.0088,1507.5,1497.4
2016-12-05,1490.0,217160,1533.2,0.0301,1541.4,1490.0
2016-12-06,1498.55,179310,1502.22,-0.0202,1537.0,1534.8
2016-12-07,1491.0,235240,1497.38,-0.0032,1522.3,1509.0
2016-12-08,1500.5,169390,1519.38,0.0147,1534.0,1506.5
2016-12-09,1510.55,635440,1512.67,-0.0044,1531.4,1520.95
2016-12-12,1485.05,274720,1488.53,-0.016,1514.25,1512.75
2016-12-13,1462.47,384090,1469.33,-0.0129,1498.92,1498.92
2016-12-14,1467.5,233770,1470.83,0.001,1484.0,1470.0
2016-12-15,1453.75,216560,1460.1,-0.0073,1477.0,1466.0
2016-12-16,1440.95,388160,1447.65,-0.0085,1469.08,1461.62
2016-12-19,1432.75,220010,1449.8,0.0015,1457.38,1450.0
2016-12-20,1433.0,401090,1436.05,-0.0095,1454.9,1451.0
2016-12-21,1413.9,401740,1423.85,-0.0085,1449.5,1436.05
2016-12-22,1399.92,185180,1405.33,-0.013,1424.62,1420.0
2016-12-23,1386.42,182740,1415.6,0.0073,1420.58,1405.03
2016-12-26,1390.0,136000,1403.65,-0.0084,1415.7,1414.95
2016-12-27,1390.78,157350,1413.42,0.0069999999999999,1428.42,1405.12
2016-12-28,1415.0,247110,1419.8,0.0045,1444.0,1415.0
2016-12-29,1414.45,180290,1441.58,0.0153,1449.0,1417.5
2016-12-30,1435.0,220670,1443.15,0.0011,1461.0,1452.5
2017-01-02,1432.58,104490,1443.22,0.0,1450.55,1450.55
2017-01-03,1425.6,255190,1436.12,-0.0049,1445.0,1443.5
2017-01-04,1415.22,273360,1426.2,-0.0069,1445.0,1445.0
2017-01-05,1426.3,232670,1432.9,0.0046999999999999,1437.5,1431.0
2017-01-06,1422.9,795440,1447.47,0.0102,1457.5,1432.5
2017-01-09,1437.78,344360,1448.95,0.001,1461.15,1460.0
2017-01-10,1437.97,546120,1440.4,-0.0059,1451.5,1449.5
2017-01-11,1442.5,691720,1485.05,0.031,1492.5,1442.5
2017-01-12,1459.2,260100,1473.9,-0.0075,1497.47,1492.47
2017-01-13,1462.5,208660,1470.0,-0.0026,1492.5,1484.5
2017-01-16,1461.5,213010,1482.88,0.0088,1489.9,1467.5
2017-01-17,1477.55,329500,1506.78,0.0161,1510.1,1484.35
2017-01-18,1507.45,539230,1545.78,0.0259,1549.35,1509.0
2017-01-19,1533.38,515150,1553.97,0.0053,1577.5,1545.5
2017-01-20,1532.05,225990,1539.15,-0.0095,1567.55,1558.95
2017-01-23,1532.6,144080,1546.55,0.0048,1557.5,1532.6
2017-01-24,1540.83,303690,1574.17,0.0179,1575.25,1548.15
2017-01-25,1549.0,190020,1567.45,-0.0043,1574.0,1562.5
2017-01-27,1545.5,269430,1551.47,-0.0102,1581.0,1567.0
2017-01-30,1550.1,260540,1572.85,0.0138,1575.7,1564.0
2017-01-31,1554.5,309880,1565.22,-0.0049,1575.0,1575.0
2017-02-01,1556.38,422570,1617.38,0.0333,1624.9,1566.85
2017-02-02,1594.85,461790,1615.5,-0.0012,1627.33,1620.0
2017-02-03,1605.0,271330,1615.42,-0.0,1636.92,1611.55
2017-02-06,1615.42,268300,1642.5,0.0168,1647.2,1615.42
2017-02-07,1605.0,227650,1615.3,-0.0166,1645.0,1645.0
2017-02-08,1596.03,258160,1616.5,0.0007,1633.1,1615.42
2017-02-09,1602.65,225520,1612.97,-0.0022,1627.33,1614.15
2017-02-10,1611.62,422210,1619.67,0.0042,1635.0,1615.5
2017-02-13,1611.05,403910,1635.85,0.01,1648.0,1622.5
2017-02-14,1605.1,376840,1612.22,-0.0144,1640.0,1640.0
2017-02-15,1585.5,272680,1597.17,-0.0093,1621.5,1616.5
2017-02-16,1591.38,159890,1615.38,0.0113999999999999,1619.2,1595.0
2017-02-17,1602.78,314860,1623.88,0.0053,1627.4,1619.55
2017-02-20,1618.03,114270,1628.45,0.0028,1633.62,1631.0
2017-02-21,1607.6,196130,1619.53,-0.0055,1637.75,1633.35
2017-02-22,1613.42,230530,1619.35,-0.0001,1632.0,1621.0
2017-02-23,1606.78,420850,1613.5,-0.0036,1639.47,1621.03
2017-02-27,1609.42,261070,1629.55,0.0098999999999999,1634.45,1615.5
2017-02-28,1606.15,191910,1614.7,-0.0091,1629.5,1627.55
2017-03-01,1587.5,203810,1590.5,-0.015,1629.97,1616.0
2017-03-02,1551.35,381920,1557.08,-0.021,1608.75,1600.0
2017-03-03,1533.22,466080,1548.38,-0.0056,1572.85,1561.5
2017-03-06,1529.7,319000,1543.0,-0.0034999999999999,1558.22,1556.0
2017-03-07,1527.6,367250,1529.58,-0.0087,1552.5,1552.5
2017-03-08,1522.65,526950,1542.7,0.0086,1554.0,1532.5
2017-03-09,1531.5,224430,1539.3,-0.0022,1549.95,1543.0
2017-03-10,1538.5,274980,1561.25,0.0143,1565.5,1542.55
2017-03-14,1568.22,267270,1588.38,0.0174,1595.28,1576.9
2017-03-15,1567.75,224210,1595.12,0.0042,1600.0,1590.03
2017-03-16,1598.17,225370,1612.53,0.0109,1619.1,1598.5
2017-03-17,1607.5,176810,1623.78,0.0069999999999999,1627.45,1612.5
2017-03-20,1620.0,110940,1625.88,0.0013,1632.17,1626.2
2017-03-21,1620.0,792900,1647.17,0.0131,1660.5,1620.0
2017-03-22,1631.0,440160,1662.88,0.0095,1672.88,1631.0
2017-03-23,1639.95,188330,1647.88,-0.009,1677.17,1663.5
2017-03-24,1641.53,141280,1649.08,0.0007,1660.5,1649.58
2017-03-27,1646.08,154350,1652.05,0.0018,1665.0,1650.0
2017-03-28,1652.2,201090,1669.78,0.0107,1683.42,1654.85
2017-03-29,1663.45,304570,1695.7,0.0155,1707.75,1671.65
2017-03-30,1690.3,1960000,1697.58,0.0011,1711.25,1691.0
2017-03-31,1665.53,396950,1687.0,-0.0062,1716.47,1690.0
2017-04-03,1636.4,188620,1695.85,0.0052,1711.05,1688.5
2017-04-05,1675.0,391350,1687.95,-0.0046999999999999,1700.78,1698.5
2017-04-06,1673.72,226510,1678.58,-0.0056,1697.22,1687.95
2017-04-07,1670.0,103410,1678.72,0.0001,1688.65,1675.0
2017-04-10,1675.0,136540,1708.42,0.0177,1712.5,1677.5
2017-04-11,1691.1,187740,1701.4,-0.0040999999999999,1726.88,1709.85
2017-04-12,1688.9,334880,1724.5,0.0136,1730.05,1690.0
2017-04-13,1695.5,122000,1701.9,-0.0131,1726.3,1725.0
2017-04-17,1686.28,91100,1692.65,-0.0054,1702.9,1701.72
2017-04-18,1676.9,226600,1684.25,-0.005,1708.03,1685.33
2017-04-19,1669.6,185990,1715.62,0.0186,1723.72,1682.53
2017-04-20,1684.1,134520,1689.67,-0.0151,1720.0,1718.45
2017-04-21,1684.0,167550,1688.28,-0.0008,1703.83,1691.05
2017-04-24,1680.0,80630,1694.08,0.0034,1697.9,1680.0
2017-04-25,1693.67,274920,1738.72,0.0264,1744.5,1699.0
2017-04-26,1730.0,625870,1776.7,0.0218,1799.0,1745.0
2017-04-27,1723.4,352270,1777.53,0.0005,1804.5,1775.0
2017-04-28,1774.12,329720,1812.28,0.0195,1819.5,1777.53
2017-05-02,1777.83,187460,1786.97,-0.0139999999999999,1822.2,1805.0
2017-05-03,1756.65,214200,1790.25,0.0018,1815.0,1790.08
2017-05-04,1782.67,239360,1796.05,0.0032,1810.0,1787.47
2017-05-05,1758.22,96250,1764.67,-0.0175,1799.8,1796.05
2017-05-08,1757.03,72910,1771.47,0.0039,1781.97,1770.97
2017-05-09,1759.53,188860,1796.47,0.0141,1801.97,1767.0
2017-05-10,1793.5,669360,1855.65,0.0329,1860.9,1793.5
2017-05-11,1842.6,326900,1854.17,-0.0008,1872.0,1845.0
2017-05-12,1830.9,124620,1852.12,-0.0011,1867.5,1852.5
2017-05-15,1840.03,236790,1870.78,0.0101,1899.75,1852.0
2017-05-16,1853.5,219250,1876.42,0.003,1887.0,1870.78
2017-05-17,1830.0,135120,1834.8,-0.0222,1876.85,1876.0
2017-05-18,1773.05,142010,1777.72,-0.0311,1842.8,1842.8
2017-05-19,1781.5,287470,1791.35,0.0077,1835.0,1799.92
2017-05-22,1801.6,212640,1816.72,0.0141999999999999,1848.5,1810.95
2017-05-23,1790.03,265430,1797.1,-0.0108,1841.95,1827.5
2017-05-24,1735.95,199370,1766.65,-0.0169,1807.92,1802.5
2017-05-25,1725.6,338880,1758.9,-0.0044,1785.0,1785.0
2017-05-26,1701.1,886100,1707.92,-0.0289999999999999,1772.5,1757.0
2017-05-29,1685.75,392340,1709.2,0.0007,1730.0,1704.2
2017-05-30,1689.15,493310,1712.72,0.0021,1725.0,1719.85
2017-05-31,1708.5,419000,1766.33,0.0313,1774.0,1708.5
2017-06-01,1770.0,405620,1802.95,0.0207,1805.5,1792.5
2017-06-02,1780.0,299540,1795.8,-0.004,1832.5,1814.95
2017-06-05,1795.8,502600,1821.65,0.0144,1857.0,1795.8
2017-06-06,1797.92,272080,1813.67,-0.0044,1836.0,1826.85
2017-06-07,1800.1,259420,1821.8,0.0045,1837.5,1818.8
2017-06-08,1810.33,90780,1819.65,-0.0012,1829.5,1821.8
2017-06-09,1820.62,290830,1836.5,0.0093,1849.5,1824.0
2017-06-12,1807.0,162420,1813.33,-0.0126,1853.2,1832.5
2017-06-13,1802.5,106040,1813.05,-0.0002,1824.38,1824.38
2017-06-14,1790.25,100490,1806.78,-0.0034999999999999,1823.0,1823.0
2017-06-15,1777.12,175760,1782.4,-0.0135,1815.0,1810.0
2017-06-16,1761.5,279670,1784.47,0.0012,1789.0,1782.4
2017-06-19,1785.0,117850,1796.12,0.0065,1811.78,1785.0
2017-06-20,1784.5,181610,1791.9,-0.0023,1809.35,1789.42
2017-06-21,1780.0,178280,1835.15,0.0241,1845.0,1790.0
2017-06-22,1816.25,301570,1820.88,-0.0078,1850.0,1850.0
2017-06-23,1803.25,203430,1824.75,0.0021,1833.8,1820.88
2017-06-27,1806.72,167390,1823.78,-0.0005,1839.3,1839.3
2017-06-28,1795.03,257160,1818.08,-0.0031,1837.8,1822.5
2017-06-29,1800.5,181420,1818.6,0.0003,1848.5,1819.22
2017-06-30,1809.7,479700,1845.03,0.0144999999999999,1855.92,1811.1
2017-07-03,1839.5,148910,1851.88,0.0037,1873.3,1863.0
2017-07-04,1855.05,245560,1874.03,0.012,1883.95,1855.05
2017-07-05,1857.5,226040,1866.72,-0.0039,1884.5,1879.5
2017-07-06,1860.72,246410,1865.7,-0.0005,1875.0,1870.0
2017-07-07,1838.45,239420,1846.17,-0.0105,1860.97,1860.05
2017-07-10,1849.0,34220,1857.97,0.0064,1864.0,1855.22
2017-07-11,1843.53,164310,1848.53,-0.0051,1867.58,1845.3
2017-07-12,1846.0,360400,1851.08,0.0014,1862.35,1848.5
2017-07-13,1852.0,127800,1863.8,0.0069,1881.95,1862.0
2017-07-14,1852.58,77930,1859.6,-0.0023,1867.35,1867.35
2017-07-17,1837.7,108710,1848.85,-0.0058,1866.5,1859.97
2017-07-18,1828.03,131060,1871.47,0.0121999999999999,1879.0,1850.0
2017-07-19,1877.35,525200,1903.1,0.0169,1919.5,1877.35
2017-07-20,1882.5,415900,1895.55,-0.004,1917.5,1902.5
2017-07-21,1895.1,240820,1917.03,0.0113,1922.5,1909.5
2017-07-24,1907.58,203980,1914.72,-0.0012,1934.0,1917.55
2017-07-25,1910.53,195420,1925.25,0.0055,1926.65,1925.0
2017-07-26,1920.15,156290,1925.3,0.0,1931.0,1931.0
2017-07-27,1920.5,280740,1937.95,0.0066,1959.2,1926.0
2017-07-28,1917.6,238960,1953.33,0.0079,1964.17,1937.0
2017-07-31,1939.5,255940,1960.8,0.0038,1978.3,1959.8
2017-08-01,1942.78,228940,1953.75,-0.0036,1979.0,1959.9
2017-08-02,1920.33,321540,1932.05,-0.0111,1964.5,1955.0
2017-08-03,1917.03,149360,1936.97,0.0025,1945.0,1926.2
2017-08-04,1915.0,193840,1958.7,0.0112,1968.75,1915.0
2017-08-07,1950.03,1780000,2053.9,0.0486,2105.93,1959.4
2017-08-08,1990.0,750350,2036.17,-0.0086,2070.57,2058.0
2017-08-09,1996.45,348020,2029.45,-0.0033,2037.45,2034.5
2017-08-10,2014.0,653170,2059.6,0.0149,2116.97,2014.0
2017-08-11,2025.5,297430,2050.97,-0.0042,2078.5,2040.38
